study,cohort,index,w,ba,f1
partition,UCI-489,17,0.8,0.825,0.8234126984126984
partition,UCI-489,17,0.9,0.8375,0.8358636788048553
partition,UCI-489,17,1.0,0.625,0.5913814128917105
partition,UCI-489,18,0.0,0.85,0.8482166199813259
partition,UCI-489,18,0.1,0.85,0.8482166199813259
partition,UCI-489,18,0.2,0.85,0.8482166199813259
partition,UCI-489,18,0.3,0.8625,0.8613632119514472
partition,UCI-489,18,0.4,0.85,0.8491129785247432
partition,UCI-489,18,0.5,0.85,0.8491129785247432
partition,UCI-489,18,0.6,0.85,0.8491129785247432
partition,UCI-489,18,0.7,0.8625,0.8619607843137255
partition,UCI-489,18,0.8,0.8625,0.8619607843137255
partition,UCI-489,18,0.9,0.85,0.8491129785247432
partition,UCI-489,18,1.0,0.65,0.640859010270775
partition,UCI-489,19,0.0,0.8625,0.8601438740138431
partition,UCI-489,19,0.1,0.8625,0.8601438740138431
partition,UCI-489,19,0.2,0.8625,0.8601438740138431
partition,UCI-489,19,0.3,0.85,0.8475948544059999
partition,UCI-489,19,0.4,0.85,0.8475948544059999
partition,UCI-489,19,0.5,0.8625,0.8609375248074939
partition,UCI-489,19,0.6,0.8625,0.8609375248074939
partition,UCI-489,19,0.7,0.85,0.8482904659839644
partition,UCI-489,19,0.8,0.825,0.8216839232319109
partition,UCI-489,19,0.9,0.85,0.8479178338001867
partition,UCI-489,19,1.0,0.65,0.6193245739618065
partition,PD-252,0,0.0,0.7022276324907903,0.70756368797747
partition,PD-252,0,0.1,0.7102646168435642,0.7183414657552478
partition,PD-252,0,0.2,0.7102646168435642,0.7183414657552478
partition,PD-252,0,0.3,0.7208620563883723,0.734523514172637
partition,PD-252,0,0.4,0.7261963380384433,0.7422077246989527
partition,PD-252,0,0.5,0.7365913484334536,0.7528794799868826
partition,PD-252,0,0.6,0.7282580151001204,0.7453911963407043
partition,PD-252,0,0.7,0.7155761024182079,0.7356545996041076
partition,PD-252,0,0.8,0.7098743480322428,0.73221968859597
partition,PD-252,0,0.9,0.7000975672028305,0.7300926808387512
partition,PD-252,0,1.0,0.6271555968924389,0.6440096129547911
partition,PD-252,1,0.0,0.6990152095415254,0.6987223263929037
partition,PD-252,1,0.1,0.7043494911915964,0.7057413818933008
partition,PD-252,1,0.2,0.7069810701389649,0.7099909298137348
partition,PD-252,1,0.3,0.7096126490863333,0.7145068492419349
partition,PD-252,1,0.4,0.7199365357260094,0.72414312699347
partition,PD-252,1,0.5,0.7149469307364045,0.7212055694133852
partition,PD-252,1,0.6,0.7176496334391071,0.7244511834484728
partition,PD-252,1,0.7,0.7069582740635373,0.716431854125861
partition,PD-252,1,0.8,0.7045291242659664,0.7135513171127961
partition,PD-252,1,0.9,0.6921918882445197,0.7077034023829156
partition,PD-252,1,1.0,0.611628733997155,0.6184209616915399
partition,PD-252,2,0.0,0.7269987598934968,0.7360365774576302
partition,PD-252,2,0.1,0.7269987598934968,0.7360365774576302
partition,PD-252,2,0.2,0.7348934967356021,0.7480936533848215
partition,PD-252,2,0.3,0.7375961994383047,0.7520994683174098
partition,PD-252,2,0.4,0.724914286756392,0.7420382649387227
partition,PD-252,2,0.5,0.7275458657037605,0.7464265926603837
partition,PD-252,2,0.6,0.741213480687165,0.7624298526853829
partition,PD-252,2,0.7,0.7310920231972864,0.7550684618404513
partition,PD-252,2,0.8,0.7209705657074077,0.7466373710503117
partition,PD-252,2,0.9,0.7263048473574789,0.7551975934928798
partition,PD-252,2,1.0,0.6430389904074113,0.6582206555908319
partition,PD-252,3,0.0,0.7124092716197978,0.7175821338082728
partition,PD-252,3,0.1,0.7203751322172375,0.7294900442951308
partition,PD-252,3,0.2,0.7126828245249298,0.7220583386864851
partition,PD-252,3,0.3,0.6999297880876828,0.7088651352507325
partition,PD-252,3,0.4,0.7105983513878251,0.7247852654637691
partition,PD-252,3,0.5,0.7105983513878251,0.7247852654637691
partition,PD-252,3,0.6,0.7029771674508517,0.7144070004670184
partition,PD-252,3,0.7,0.7033218441113178,0.7201373988330511
partition,PD-252,3,0.8,0.6905688076740708,0.7101367411309087
partition,PD-252,3,0.9,0.685923879344932,0.7073391099993834
partition,PD-252,3,1.0,0.6200331910858227,0.6336665721308375
partition,PD-252,4,0.0,0.6859995623153518,0.6819815137555383
partition,PD-252,4,0.1,0.6970355983513878,0.6927797441666722
partition,PD-252,4,0.2,0.7100621876937667,0.706681389586976
partition,PD-252,4,0.3,0.7180280482912063,0.7176468512841511
partition,PD-252,4,0.4,0.7236358828464091,0.725670625193845
partition,PD-252,4,0.5,0.7179341284604442,0.7215396253919591
partition,PD-252,4,0.6,0.7129445234708391,0.7181935136903164
partition,PD-252,4,0.7,0.720636831163147,0.7258489758751904
partition,PD-252,4,0.8,0.7131469526206369,0.7255817866344183
partition,PD-252,4,0.9,0.7000264434474961,0.7207238441569895
partition,PD-252,4,1.0,0.6221659919028341,0.6266938613707991
partition,PD-252,5,0.0,0.7342670605828501,0.7396619714209782
partition,PD-252,5,0.1,0.7447933763723238,0.7555484448470937
partition,PD-252,5,0.2,0.737101068680016,0.7456245057704288
partition,PD-252,5,0.3,0.7294087609877083,0.735437764407217
partition,PD-252,5,0.4,0.7167268483057956,0.726170401335506
partition,PD-252,5,0.5,0.7217164532954007,0.7295062532473073
partition,PD-252,5,0.6,0.7217164532954007,0.7295062532473073
partition,PD-252,5,0.7,0.7320403399350768,0.7433066304485358
partition,PD-252,5,0.8,0.732516321990006,0.751216976274683
partition,PD-252,5,0.9,0.7037376445271182,0.7237806687445489
partition,PD-252,5,1.0,0.6206742167268482,0.6327686744359703
partition,PD-252,6,0.0,0.7280902359849728,0.7256736460134292
partition,PD-252,6,0.1,0.7360560965824124,0.7360568761885379
partition,PD-252,6,0.2,0.7336980705401758,0.7378540542047866
partition,PD-252,6,0.3,0.7391034759455812,0.746049626279619
partition,PD-252,6,0.4,0.7445088813509866,0.7550726805757075
partition,PD-252,6,0.5,0.7368165736586789,0.7479498735581637
partition,PD-252,6,0.6,0.7241346609767663,0.7368463199794245
partition,PD-252,6,0.7,0.7346609767662399,0.7539857427750594
partition,PD-252,6,0.8,0.7002516686727213,0.7230103417283236
partition,PD-252,6,0.9,0.7025868986395303,0.7293422873503654
partition,PD-252,6,1.0,0.6270844731371048,0.6446750188132746
partition,PD-252,7,0.0,0.7519878177772914,0.7622945385547703
partition,PD-252,7,0.1,0.7572509756720283,0.7704099414070152
partition,PD-252,7,0.2,0.7495586679797206,0.76245117437483
partition,PD-252,7,0.3,0.7445690629901157,0.7601836057845104
partition,PD-252,7,0.4,0.7368767552978079,0.7514911920191734
partition,PD-252,7,0.5,0.7422821607032133,0.7595143250423064
partition,PD-252,7,0.6,0.7372925557136083,0.757234717499541
partition,PD-252,7,0.7,0.7322318269686691,0.7548651721897336
partition,PD-252,7,0.8,0.7164797388481599,0.7420004018659874
partition,PD-252,7,0.9,0.670397016449648,0.68793591099699
partition,PD-252,7,1.0,0.6282954006638217,0.6380873955894355
partition,PD-252,8,0.0,0.7255069847175111,0.7309636544664642
partition,PD-252,8,0.1,0.7308412663675823,0.7391370420597758
partition,PD-252,8,0.2,0.7231489586752746,0.7330719675015507
partition,PD-252,8,0.3,0.7130986249407302,0.7274914116063494
partition,PD-252,8,0.4,0.7157302038880987,0.7317035680136278
partition,PD-252,8,0.5,0.7157302038880987,0.7305108291302497
partition,PD-252,8,0.6,0.7236960644855382,0.7430078260456053
partition,PD-252,8,0.7,0.7263276434329066,0.7449866008754287
partition,PD-252,8,0.8,0.6898566582777107,0.709652839345934
partition,PD-252,8,0.9,0.6851406061932378,0.7101579702171954
partition,PD-252,8,1.0,0.6250227960754277,0.6405759829405648
partition,PD-252,9,0.0,0.7373864755443703,0.7433693096664165
partition,PD-252,9,0.1,0.7554737936316884,0.7630917758288289
partition,PD-252,9,0.2,0.7581053725790567,0.767385977316206
partition,PD-252,9,0.3,0.7504130648867491,0.7620776402443068
partition,PD-252,9,0.4,0.7531157675894518,0.7661031505989311
partition,PD-252,9,0.5,0.7558184702921545,0.7703498588456393
partition,PD-252,9,0.6,0.752748294853558,0.7728963243383581
partition,PD-252,9,0.7,0.7394253565306197,0.7632123314829289
partition,PD-252,9,0.8,0.7294461465514097,0.756143165531463
partition,PD-252,9,0.9,0.7110624794835323,0.7392913305817812
partition,PD-252,9,1.0,0.6354889302257722,0.6485218240618396
partition,PD-252,10,0.0,0.7140469416785207,0.7143383857905914
partition,PD-252,10,0.1,0.7270024072655652,0.7285083999713302
partition,PD-252,10,0.2,0.7348971441076705,0.741275763585846
partition,PD-252,10,0.3,0.7375287230550388,0.7459378634996622
partition,PD-252,10,0.4,0.7120226501805449,0.7223646156969449
partition,PD-252,10,0.5,0.7070330451909399,0.7196042181997052
partition,PD-252,10,0.6,0.7070330451909399,0.7196042181997052
partition,PD-252,10,0.7,0.7073065980960718,0.7249454132365526
partition,PD-252,10,0.8,0.7073777218514061,0.7249518814518815
partition,PD-252,10,0.9,0.7122734070102491,0.7351680838337546
partition,PD-252,10,1.0,0.6174016121384542,0.6247202118626152
partition,PD-252,11,0.0,0.7079065908013277,0.7194513326232119
partition,PD-252,11,0.1,0.7079065908013277,0.7194513326232119
partition,PD-252,11,0.2,0.6977851333114492,0.7135305730952604
partition,PD-252,11,0.3,0.703048291206186,0.7214946885317275
partition,PD-252,11,0.4,0.7056798701535543,0.7251522940840699
partition,PD-252,11,0.5,0.703048291206186,0.7214946885317275
partition,PD-252,11,0.6,0.6979875624612467,0.7168849358382641
partition,PD-252,11,0.7,0.7033218441113178,0.7245398814697037
partition,PD-252,11,0.8,0.71399040741146,0.7413143715225067
partition,PD-252,11,0.9,0.6935450632819053,0.7182412641529785
partition,PD-252,11,1.0,0.6233057956742167,0.6341396603460946
partition,PD-252,12,0.0,0.7278531568005253,0.7378407664036953
partition,PD-252,12,0.1,0.7382481671955355,0.7483030074961832
partition,PD-252,12,0.2,0.7382481671955355,0.7483030074961832
partition,PD-252,12,0.3,0.7299148338622024,0.7408819548646042
partition,PD-252,12,0.4,0.7094694897326477,0.7219097581797811
partition,PD-252,12,0.5,0.7094694897326477,0.7219097581797811
partition,PD-252,12,0.6,0.7070403399350769,0.7204777280997263
partition,PD-252,12,0.7,0.6989805595068753,0.7163498771566544
partition,PD-252,12,0.8,0.7011735419630156,0.7214807763777852
partition,PD-252,12,0.9,0.6930426377794798,0.7153839848412256
partition,PD-252,12,1.0,0.6213827187511398,0.6372894858875935
partition,PD-252,13,0.0,0.7235164314111683,0.7271905602185416
partition,PD-252,13,0.1,0.7004395083342452,0.7040626359611887
partition,PD-252,13,0.2,0.7003683845789109,0.7046820177520072
partition,PD-252,13,0.3,0.7057737899843163,0.7119216096287054
partition,PD-252,13,0.4,0.718800379326695,0.7255179268318187
partition,PD-252,13,0.5,0.726837363679469,0.7397926721418377
partition,PD-252,13,0.6,0.7212067330488383,0.7368103225265766
partition,PD-252,13,0.7,0.7155049786628733,0.7326620209059234
partition,PD-252,13,0.8,0.7048136192873035,0.7239050757060381
partition,PD-252,13,0.9,0.7154110588321114,0.7403855367954033
partition,PD-252,13,1.0,0.6321452018820439,0.6471652888797795
partition,PD-252,14,0.0,0.7609092898566583,0.763084907180477
partition,PD-252,14,0.1,0.7552075354706933,0.7603727947751888
partition,PD-252,14,0.2,0.7554099646204909,0.7642146546696804
partition,PD-252,14,0.3,0.75298081482292,0.7644421432305023
partition,PD-252,14,0.4,0.7452885071306125,0.7579194148218089
partition,PD-252,14,0.5,0.7402277783856731,0.7542709240210905
partition,PD-252,14,0.6,0.724914286756392,0.739229518058632
partition,PD-252,14,0.7,0.7122323740744794,0.7260295925780047
partition,PD-252,14,0.8,0.7125059269796112,0.7280569897771975
partition,PD-252,14,0.9,0.7026580223948644,0.7267814005342829
partition,PD-252,14,1.0,0.6591357551883867,0.6764582201132013
partition,PD-252,15,0.0,0.7282999598789073,0.7244984155407386
partition,PD-252,15,0.1,0.7336342415289784,0.7320180832178023
partition,PD-252,15,0.2,0.7312762154867418,0.7341505100865836
partition,PD-252,15,0.3,0.7391709523288471,0.7458029958729853
partition,PD-252,15,0.4,0.7187256081992924,0.7268355990738025
partition,PD-252,15,0.5,0.7264179158916001,0.7323789103674644
partition,PD-252,15,0.6,0.7290494948389685,0.7363450379096754
partition,PD-252,15,0.7,0.7343837764890397,0.7443633229144518
partition,PD-252,15,0.8,0.7143542327752854,0.7364496873356292
partition,PD-252,15,0.9,0.7087236021446548,0.7301634328186337
partition,PD-252,15,1.0,0.6321452018820439,0.6500047768104111
partition,PD-252,16,0.0,0.7075619141408616,0.7084494935084148
partition,PD-252,16,0.1,0.7102646168435641,0.7122836754247885
partition,PD-252,16,0.2,0.7128961957909327,0.7162646859244575
partition,PD-252,16,0.3,0.715527774738301,0.7203876660474376
partition,PD-252,16,0.4,0.720790932633038,0.72738229088831
partition,PD-252,16,0.5,0.7157302038880986,0.7256889955094715
partition,PD-252,16,0.6,0.6900217018638071,0.7003994053527928
partition,PD-252,16,0.7,0.7080378961957909,0.7195200228567344
partition,PD-252,16,0.8,0.7112877047087574,0.7308257143579902
partition,PD-252,16,0.9,0.6818680016048437,0.7018992909102023
partition,PD-252,16,1.0,0.6109165846007951,0.6178171995203459
partition,PD-252,17,0.0,0.7223766276397855,0.7293608157599385
partition,PD-252,17,0.1,0.7223766276397855,0.7293608157599385
partition,PD-252,17,0.2,0.7276397855345225,0.7364497279849631
partition,PD-252,17,0.3,0.7380347959295328,0.7463861712912057
partition,PD-252,17,0.4,0.735605646131962,0.7462129267406461
partition,PD-252,17,0.5,0.7202210307473466,0.7322940104166953
partition,PD-252,17,0.6,0.7048364153627311,0.7155572136854429
partition,PD-252,17,0.7,0.6947149578728526,0.7094879744840306
partition,PD-252,17,0.8,0.7055257686836633,0.7253644660434003
partition,PD-252,17,0.9,0.6813692234744867,0.7012691986376197
partition,PD-252,17,1.0,0.61818123791808,0.6249838935340841
partition,PD-252,18,0.0,0.7372515227778386,0.7463044794623742
partition,PD-252,18,0.1,0.7449438304701462,0.7523783109022897
partition,PD-252,18,0.2,0.7449438304701462,0.7523783109022897
partition,PD-252,18,0.3,0.7502781121202172,0.7603349735025868
partition,PD-252,18,0.4,0.7425858044279096,0.7541361723037856
partition,PD-252,18,0.5,0.7161651530072582,0.7272031632313383
partition,PD-252,18,0.6,0.711104424262319,0.7238107020339991
partition,PD-252,18,0.7,0.7137360032096874,0.7275824304396434
partition,PD-252,18,0.8,0.7109393806762228,0.7300944731901201
partition,PD-252,18,0.9,0.685777984462195,0.708413444192058
partition,PD-252,18,1.0,0.5955319692161798,0.5999889706036743
partition,PD-252,19,0.0,0.7670906736696211,0.7716194964455834
partition,PD-252,19,0.1,0.7593983659773132,0.7642205620466489
partition,PD-252,19,0.2,0.741584600795127,0.7511417679225898
partition,PD-252,19,0.3,0.741584600795127,0.7511417679225898
partition,PD-252,19,0.4,0.7545400663821715,0.7666170166170165
partition,PD-252,19,0.5,0.7462067330488382,0.7607403707403707
partition,PD-252,19,0.6,0.7488383119962068,0.7640083053374193
partition,PD-252,19,0.7,0.7401375059269796,0.7643480472393718
partition,PD-252,19,0.8,0.7275868986395302,0.754545664065396
partition,PD-252,19,0.9,0.7038689499215816,0.7312019654013554
partition,PD-252,19,1.0,0.6270844731371048,0.6451156019785048
