cohort,prep,fold,method,ba,f1
UCI-489,quantile,5,PLS8 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS8 G-only,0.5,0.4920634920634921
UCI-489,quantile,5,PLS8 fused w=0.3,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS8 fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS8 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS8 MMD,0.875,0.875
UCI-489,quantile,5,PLS8 record->mean,0.875,0.875
UCI-489,quantile,5,"PLS8 MKL(E,G,MMD)",0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 E-RBF,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 G-only,0.625,0.6190476190476191
UCI-489,quantile,5,PLS16 fused w=0.3,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS16 MMD,0.875,0.875
UCI-489,quantile,5,PLS16 record->mean,0.875,0.875
UCI-489,quantile,5,"PLS16 MKL(E,G,MMD)",0.8125,0.8117647058823529
UCI-489,quantile,5,PLS32 E-RBF,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS32 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS32 G-only,0.625,0.6000000000000001
UCI-489,quantile,5,PLS32 fused w=0.3,0.875,0.875
UCI-489,quantile,5,PLS32 fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS32 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS32 MMD,0.875,0.875
UCI-489,quantile,5,PLS32 record->mean,0.875,0.875
UCI-489,quantile,5,"PLS32 MKL(E,G,MMD)",0.8125,0.8117647058823529
PD-252,standard,1,E-RBF,0.715587044534413,0.7046332046332047
PD-252,standard,1,fused w=0.5,0.638663967611336,0.6386639676113359
PD-252,standard,1,PLS2 E-RBF,0.6518218623481782,0.6555844155844156
PD-252,standard,1,PLS2 mean-LDA,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS2 MMD,0.6518218623481782,0.6555844155844156
PD-252,standard,1,PLS2 record->mean,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS4 E-RBF,0.6629554655870445,0.6357142857142857
PD-252,standard,1,PLS4 mean-LDA,0.7165991902834008,0.7275641025641026
PD-252,standard,1,PLS4 G-only,0.7408906882591093,0.7166666666666666
PD-252,standard,1,PLS4 fused w=0.3,0.6892712550607287,0.6694444444444444
PD-252,standard,1,PLS4 fused w=0.5,0.7419028340080972,0.7419028340080972
PD-252,standard,1,PLS4 fused w=0.7,0.7550607287449393,0.7615584415584415
PD-252,standard,1,PLS4 MMD,0.6629554655870445,0.6357142857142857
PD-252,standard,1,PLS4 record->mean,0.6761133603238867,0.652430713312131
PD-252,standard,1,"PLS4 MKL(E,G,MMD)",0.6629554655870445,0.6357142857142857
PD-252,standard,1,PLS8 E-RBF,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS8 mean-LDA,0.7682186234817814,0.7820512820512822
PD-252,standard,1,PLS8 G-only,0.6244939271255061,0.6060881417537483
PD-252,standard,1,PLS8 fused w=0.3,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS8 fused w=0.5,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS8 fused w=0.7,0.7419028340080972,0.7419028340080972
PD-252,standard,1,PLS8 MMD,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS8 record->mean,0.728744939271255,0.722962962962963
PD-252,standard,1,"PLS8 MKL(E,G,MMD)",0.728744939271255,0.722962962962963
PD-252,standard,1,PLS16 E-RBF,0.6902834008097165,0.6902834008097165
PD-252,standard,1,PLS16 mean-LDA,0.7672064777327935,0.7538610038610039
PD-252,standard,1,PLS16 G-only,0.6639676113360324,0.6554054054054055
PD-252,standard,1,PLS16 fused w=0.3,0.7550607287449393,0.7615584415584415
PD-252,standard,1,PLS16 fused w=0.5,0.7297570850202428,0.7473858007705008
PD-252,standard,1,PLS16 fused w=0.7,0.7803643724696356,0.7733333333333333
PD-252,standard,1,PLS16 MMD,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS16 record->mean,0.715587044534413,0.7046332046332047
PD-252,standard,1,"PLS16 MKL(E,G,MMD)",0.7419028340080972,0.7419028340080972
PD-252,standard,1,PLS32 E-RBF,0.728744939271255,0.722962962962963
PD-252,standard,1,PLS32 mean-LDA,0.6902834008097165,0.6902834008097165
PD-252,standard,1,PLS32 G-only,0.7034412955465588,0.7085714285714286
PD-252,standard,1,PLS32 fused w=0.3,0.7419028340080972,0.7419028340080972
PD-252,standard,1,PLS32 fused w=0.5,0.7550607287449393,0.7615584415584415
PD-252,standard,1,PLS32 fused w=0.7,0.7550607287449393,0.7615584415584415
PD-252,standard,1,PLS32 MMD,0.7034412955465588,0.7085714285714286
PD-252,standard,1,PLS32 record->mean,0.7034412955465588,0.7085714285714286
PD-252,standard,1,"PLS32 MKL(E,G,MMD)",0.728744939271255,0.722962962962963
PD-252,standard,2,E-RBF,0.7550607287449393,0.7615584415584415
PD-252,standard,2,fused w=0.5,0.7550607287449393,0.7615584415584415
PD-252,standard,2,PLS2 E-RBF,0.7419028340080972,0.7419028340080972
PD-252,standard,2,PLS2 mean-LDA,0.7925101214574899,0.7638888888888888
PD-252,standard,2,PLS2 MMD,0.7803643724696356,0.7733333333333333
PD-252,standard,2,PLS2 record->mean,0.7803643724696356,0.7733333333333333
PD-252,standard,2,PLS4 E-RBF,0.7682186234817814,0.7820512820512822
PD-252,standard,2,PLS4 mean-LDA,0.7935222672064777,0.7935222672064777
PD-252,standard,2,PLS4 G-only,0.569838056680162,0.4974379188017343
PD-252,standard,2,PLS4 fused w=0.3,0.7682186234817814,0.7820512820512822
PD-252,standard,2,PLS4 fused w=0.5,0.7682186234817814,0.7820512820512822
PD-252,standard,2,PLS4 fused w=0.7,0.7419028340080972,0.7419028340080972
PD-252,standard,2,PLS4 MMD,0.8066801619433198,0.8145454545454545
PD-252,standard,2,PLS4 record->mean,0.7803643724696356,0.7733333333333333
PD-252,standard,2,"PLS4 MKL(E,G,MMD)",0.7682186234817814,0.7820512820512822
PD-252,standard,2,PLS8 E-RBF,0.638663967611336,0.6386639676113359
PD-252,standard,2,PLS8 mean-LDA,0.6902834008097165,0.6902834008097165
PD-252,standard,2,PLS8 G-only,0.5475708502024291,0.5422768068020783
PD-252,standard,2,PLS8 fused w=0.3,0.715587044534413,0.7046332046332047
PD-252,standard,2,PLS8 fused w=0.5,0.728744939271255,0.722962962962963
PD-252,standard,2,PLS8 fused w=0.7,0.728744939271255,0.722962962962963
PD-252,standard,2,PLS8 MMD,0.6518218623481782,0.6555844155844156
PD-252,standard,2,PLS8 record->mean,0.728744939271255,0.722962962962963
PD-252,standard,2,"PLS8 MKL(E,G,MMD)",0.6771255060728745,0.6725925925925926
PD-252,standard,2,PLS16 E-RBF,0.6518218623481782,0.6555844155844156
PD-252,standard,2,PLS16 mean-LDA,0.6255060728744939,0.6222222222222222
PD-252,standard,2,PLS16 G-only,0.6123481781376519,0.6061776061776062
PD-252,standard,2,PLS16 fused w=0.3,0.728744939271255,0.722962962962963
PD-252,standard,2,PLS16 fused w=0.5,0.728744939271255,0.722962962962963
PD-252,standard,2,PLS16 fused w=0.7,0.7803643724696356,0.7733333333333333
PD-252,standard,2,PLS16 MMD,0.6396761133603239,0.6522727272727273
PD-252,standard,2,PLS16 record->mean,0.6902834008097165,0.6902834008097165
PD-252,standard,2,"PLS16 MKL(E,G,MMD)",0.6396761133603239,0.6522727272727273
PD-252,standard,2,PLS32 E-RBF,0.7044534412955465,0.7301587301587301
PD-252,standard,2,PLS32 mean-LDA,0.6902834008097165,0.6902834008097165
PD-252,standard,2,PLS32 G-only,0.7550607287449393,0.7615584415584415
PD-252,standard,2,PLS32 fused w=0.3,0.6912955465587045,0.7102272727272727
PD-252,standard,2,PLS32 fused w=0.5,0.7297570850202428,0.7473858007705008
PD-252,standard,2,PLS32 fused w=0.7,0.7813765182186234,0.8035222894881673
PD-252,standard,2,PLS32 MMD,0.742914979757085,0.7681818181818182
PD-252,standard,2,PLS32 record->mean,0.7813765182186234,0.8035222894881673
PD-252,standard,2,"PLS32 MKL(E,G,MMD)",0.7044534412955465,0.7301587301587301
PD-252,standard,3,E-RBF,0.6622807017543859,0.6155585707824515
PD-252,standard,3,fused w=0.5,0.7149122807017544,0.6843127731908694
PD-252,standard,3,PLS2 E-RBF,0.7390350877192983,0.745906267645398
PD-252,standard,3,PLS2 mean-LDA,0.7258771929824561,0.7258771929824561
PD-252,standard,3,PLS2 MMD,0.7390350877192983,0.745906267645398
PD-252,standard,3,PLS2 record->mean,0.7390350877192983,0.745906267645398
PD-252,standard,3,PLS4 E-RBF,0.6995614035087719,0.688149688149688
PD-252,standard,3,PLS4 mean-LDA,0.7127192982456141,0.7066666666666667
PD-252,standard,3,PLS4 G-only,0.4627192982456141,0.39123376623376627
PD-252,standard,3,PLS4 fused w=0.3,0.6995614035087719,0.688149688149688
PD-252,standard,3,PLS4 fused w=0.5,0.6995614035087719,0.688149688149688
PD-252,standard,3,PLS4 fused w=0.7,0.7280701754385965,0.7023809523809523
PD-252,standard,3,PLS4 MMD,0.6995614035087719,0.688149688149688
PD-252,standard,3,PLS4 record->mean,0.6995614035087719,0.688149688149688
PD-252,standard,3,"PLS4 MKL(E,G,MMD)",0.6995614035087719,0.688149688149688
PD-252,standard,3,PLS8 E-RBF,0.8223684210526316,0.8133333333333332
PD-252,standard,3,PLS8 mean-LDA,0.8070175438596491,0.8251748251748252
PD-252,standard,3,PLS8 G-only,0.6600877192982456,0.6357455075279262
PD-252,standard,3,PLS8 fused w=0.3,0.7807017543859649,0.7807017543859649
PD-252,standard,3,PLS8 fused w=0.5,0.7390350877192983,0.745906267645398
PD-252,standard,3,PLS8 fused w=0.7,0.7390350877192983,0.745906267645398
PD-252,standard,3,PLS8 MMD,0.8355263157894737,0.8355263157894737
PD-252,standard,3,PLS8 record->mean,0.8355263157894737,0.8355263157894737
PD-252,standard,3,"PLS8 MKL(E,G,MMD)",0.8223684210526316,0.8133333333333332
PD-252,standard,3,PLS16 E-RBF,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS16 mean-LDA,0.7543859649122806,0.7401247401247402
PD-252,standard,3,PLS16 G-only,0.6293859649122807,0.6329757199322417
PD-252,standard,3,PLS16 fused w=0.3,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS16 fused w=0.5,0.8070175438596491,0.8251748251748252
PD-252,standard,3,PLS16 fused w=0.7,0.8201754385964912,0.8493068113321278
PD-252,standard,3,PLS16 MMD,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS16 record->mean,0.7938596491228069,0.8023715415019763
PD-252,standard,3,"PLS16 MKL(E,G,MMD)",0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS32 E-RBF,0.7807017543859649,0.7807017543859649
PD-252,standard,3,PLS32 mean-LDA,0.7258771929824561,0.7258771929824561
PD-252,standard,3,PLS32 G-only,0.6578947368421053,0.6533333333333333
PD-252,standard,3,PLS32 fused w=0.3,0.7675438596491229,0.76
PD-252,standard,3,PLS32 fused w=0.5,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS32 fused w=0.7,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS32 MMD,0.7938596491228069,0.8023715415019763
PD-252,standard,3,PLS32 record->mean,0.7807017543859649,0.7807017543859649
PD-252,standard,3,"PLS32 MKL(E,G,MMD)",0.7938596491228069,0.8023715415019763
PD-252,standard,4,E-RBF,0.814968814968815,0.770220588235294
PD-252,standard,4,fused w=0.5,0.8534303534303534,0.7964721845318861
PD-252,standard,4,PLS2 E-RBF,0.8804573804573805,0.836372136512389
PD-252,standard,4,PLS2 mean-LDA,0.9074844074844075,0.878581835842642
PD-252,standard,4,PLS2 MMD,0.8804573804573805,0.836372136512389
PD-252,standard,4,PLS2 record->mean,0.8804573804573805,0.836372136512389
PD-252,standard,4,PLS4 E-RBF,0.8534303534303534,0.7964721845318861
PD-252,standard,4,PLS4 mean-LDA,0.893970893970894,0.8571428571428572
PD-252,standard,4,PLS4 G-only,0.6642411642411643,0.5383380168606986
PD-252,standard,4,PLS4 fused w=0.3,0.8669438669438669,0.8161764705882353
PD-252,standard,4,PLS4 fused w=0.5,0.8804573804573805,0.836372136512389
PD-252,standard,4,PLS4 fused w=0.7,0.893970893970894,0.8571428571428572
PD-252,standard,4,PLS4 MMD,0.8669438669438669,0.8161764705882353
PD-252,standard,4,PLS4 record->mean,0.814968814968815,0.770220588235294
PD-252,standard,4,"PLS4 MKL(E,G,MMD)",0.8669438669438669,0.8161764705882353
PD-252,standard,4,PLS8 E-RBF,0.83991683991684,0.7771836007130125
PD-252,standard,4,PLS8 mean-LDA,0.893970893970894,0.8571428571428572
PD-252,standard,4,PLS8 G-only,0.7047817047817049,0.5941558441558441
PD-252,standard,4,PLS8 fused w=0.3,0.8284823284823285,0.7896213183730716
PD-252,standard,4,PLS8 fused w=0.5,0.8284823284823285,0.7896213183730716
PD-252,standard,4,PLS8 fused w=0.7,0.8804573804573805,0.836372136512389
PD-252,standard,4,PLS8 MMD,0.8014553014553014,0.7512437810945274
PD-252,standard,4,PLS8 record->mean,0.8534303534303534,0.7964721845318861
PD-252,standard,4,"PLS8 MKL(E,G,MMD)",0.83991683991684,0.7771836007130125
PD-252,standard,4,PLS16 E-RBF,0.8035343035343036,0.7814473045167558
PD-252,standard,4,PLS16 mean-LDA,0.8035343035343036,0.7814473045167558
PD-252,standard,4,PLS16 G-only,0.7858627858627859,0.7028862478777589
PD-252,standard,4,PLS16 fused w=0.3,0.8035343035343036,0.7814473045167558
PD-252,standard,4,PLS16 fused w=0.5,0.7765072765072765,0.7428705002337541
PD-252,standard,4,PLS16 fused w=0.7,0.841995841995842,0.8095238095238095
PD-252,standard,4,PLS16 MMD,0.841995841995842,0.8095238095238095
PD-252,standard,4,PLS16 record->mean,0.8035343035343036,0.7814473045167558
PD-252,standard,4,"PLS16 MKL(E,G,MMD)",0.8035343035343036,0.7814473045167558
PD-252,standard,4,PLS32 E-RBF,0.7130977130977132,0.7023809523809524
PD-252,standard,4,PLS32 mean-LDA,0.7629937629937631,0.724264705882353
PD-252,standard,4,PLS32 G-only,0.8284823284823285,0.7896213183730716
PD-252,standard,4,PLS32 fused w=0.3,0.7401247401247402,0.7401247401247402
PD-252,standard,4,PLS32 fused w=0.5,0.7920997920997921,0.7920997920997921
PD-252,standard,4,PLS32 fused w=0.7,0.869022869022869,0.8511904761904762
PD-252,standard,4,PLS32 MMD,0.8035343035343036,0.7814473045167558
PD-252,standard,4,PLS32 record->mean,0.8035343035343036,0.7814473045167558
PD-252,standard,4,"PLS32 MKL(E,G,MMD)",0.7650727650727651,0.751984126984127
PD-252,standard,5,E-RBF,0.6995841995841996,0.6843127731908694
PD-252,standard,5,fused w=0.5,0.7401247401247402,0.7401247401247402
PD-252,standard,5,PLS2 E-RBF,0.6725571725571726,0.6493688639551192
PD-252,standard,5,PLS2 mean-LDA,0.6860706860706861,0.6666666666666667
PD-252,standard,5,PLS2 MMD,0.659043659043659,0.6323529411764706
PD-252,standard,5,PLS2 record->mean,0.6455301455301455,0.6155585707824515
PD-252,standard,5,PLS4 E-RBF,0.7016632016632016,0.7066666666666667
PD-252,standard,5,PLS4 mean-LDA,0.7806652806652807,0.8023715415019763
PD-252,standard,5,PLS4 G-only,0.4781704781704782,0.47619047619047616
PD-252,standard,5,PLS4 fused w=0.3,0.7016632016632016,0.7066666666666667
PD-252,standard,5,PLS4 fused w=0.5,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS4 fused w=0.7,0.7536382536382537,0.76
PD-252,standard,5,PLS4 MMD,0.7401247401247402,0.7401247401247402
PD-252,standard,5,PLS4 record->mean,0.7401247401247402,0.7401247401247402
PD-252,standard,5,"PLS4 MKL(E,G,MMD)",0.6881496881496881,0.6881496881496881
PD-252,standard,5,PLS8 E-RBF,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS8 mean-LDA,0.7422037422037422,0.7668997668997669
PD-252,standard,5,PLS8 G-only,0.5280665280665281,0.5098039215686275
PD-252,standard,5,PLS8 fused w=0.3,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS8 fused w=0.5,0.6632016632016633,0.6710526315789473
PD-252,standard,5,PLS8 fused w=0.7,0.6767151767151767,0.6894409937888198
PD-252,standard,5,PLS8 MMD,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS8 record->mean,0.7151767151767152,0.7258771929824561
PD-252,standard,5,"PLS8 MKL(E,G,MMD)",0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS16 E-RBF,0.6632016632016633,0.6710526315789473
PD-252,standard,5,PLS16 mean-LDA,0.7016632016632016,0.7066666666666667
PD-252,standard,5,PLS16 G-only,0.4916839916839917,0.4900437105390967
PD-252,standard,5,PLS16 fused w=0.3,0.6767151767151767,0.6894409937888198
PD-252,standard,5,PLS16 fused w=0.5,0.7671517671517671,0.7807017543859649
PD-252,standard,5,PLS16 fused w=0.7,0.7671517671517671,0.7807017543859649
PD-252,standard,5,PLS16 MMD,0.7016632016632016,0.7066666666666667
PD-252,standard,5,PLS16 record->mean,0.6632016632016633,0.6710526315789473
PD-252,standard,5,"PLS16 MKL(E,G,MMD)",0.7016632016632016,0.7066666666666667
PD-252,standard,5,PLS32 E-RBF,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS32 mean-LDA,0.7286902286902287,0.745906267645398
PD-252,standard,5,PLS32 G-only,0.6247401247401247,0.6329757199322417
PD-252,standard,5,PLS32 fused w=0.3,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS32 fused w=0.5,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS32 fused w=0.7,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS32 MMD,0.7151767151767152,0.7258771929824561
PD-252,standard,5,PLS32 record->mean,0.7151767151767152,0.7258771929824561
PD-252,standard,5,"PLS32 MKL(E,G,MMD)",0.7151767151767152,0.7258771929824561
PD-252,quantile,1,E-RBF,0.728744939271255,0.722962962962963
PD-252,quantile,1,fused w=0.5,0.7419028340080972,0.7419028340080972
PD-252,quantile,1,PLS2 E-RBF,0.6639676113360324,0.6554054054054055
PD-252,quantile,1,PLS2 mean-LDA,0.6123481781376519,0.6061776061776062
PD-252,quantile,1,PLS2 MMD,0.6639676113360324,0.6554054054054055
PD-252,quantile,1,PLS2 record->mean,0.6508097165991903,0.6386395843174304
PD-252,quantile,1,PLS4 E-RBF,0.819838056680162,0.8365384615384617
PD-252,quantile,1,PLS4 mean-LDA,0.7297570850202428,0.7473858007705008
PD-252,quantile,1,PLS4 G-only,0.6487854251012146,0.597089397089397
PD-252,quantile,1,PLS4 fused w=0.3,0.8582995951417004,0.8675324675324676
PD-252,quantile,1,PLS4 fused w=0.5,0.8582995951417004,0.8675324675324676
PD-252,quantile,1,PLS4 fused w=0.7,0.8582995951417004,0.8675324675324676
PD-252,quantile,1,PLS4 MMD,0.7813765182186234,0.8035222894881673
PD-252,quantile,1,PLS4 record->mean,0.7803643724696356,0.7733333333333333
PD-252,quantile,1,"PLS4 MKL(E,G,MMD)",0.819838056680162,0.8365384615384617
PD-252,quantile,1,PLS8 E-RBF,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS8 mean-LDA,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS8 G-only,0.6497975708502024,0.6192358366271411
PD-252,quantile,1,PLS8 fused w=0.3,0.8066801619433198,0.8145454545454545
PD-252,quantile,1,PLS8 fused w=0.5,0.819838056680162,0.8365384615384617
PD-252,quantile,1,PLS8 fused w=0.7,0.832995951417004,0.8596587782058338
PD-252,quantile,1,PLS8 MMD,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS8 record->mean,0.7672064777327935,0.7538610038610039
PD-252,quantile,1,"PLS8 MKL(E,G,MMD)",0.7935222672064777,0.7935222672064777
PD-252,quantile,1,PLS16 E-RBF,0.7935222672064777,0.7935222672064777
PD-252,quantile,1,PLS16 mean-LDA,0.7935222672064777,0.7935222672064777
PD-252,quantile,1,PLS16 G-only,0.5334008097165992,0.5147058823529411
PD-252,quantile,1,PLS16 fused w=0.3,0.8066801619433198,0.8145454545454545
PD-252,quantile,1,PLS16 fused w=0.5,0.8066801619433198,0.8145454545454545
PD-252,quantile,1,PLS16 fused w=0.7,0.7682186234817814,0.7820512820512822
PD-252,quantile,1,PLS16 MMD,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS16 record->mean,0.7935222672064777,0.7935222672064777
PD-252,quantile,1,"PLS16 MKL(E,G,MMD)",0.8066801619433198,0.8145454545454545
PD-252,quantile,1,PLS32 E-RBF,0.7935222672064777,0.7935222672064777
PD-252,quantile,1,PLS32 mean-LDA,0.7277327935222673,0.6987732848705135
PD-252,quantile,1,PLS32 G-only,0.652834008097166,0.6701940035273368
PD-252,quantile,1,PLS32 fused w=0.3,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS32 fused w=0.5,0.7682186234817814,0.7820512820512822
PD-252,quantile,1,PLS32 fused w=0.7,0.7682186234817814,0.7820512820512822
PD-252,quantile,1,PLS32 MMD,0.7550607287449393,0.7615584415584415
PD-252,quantile,1,PLS32 record->mean,0.7165991902834008,0.7275641025641026
PD-252,quantile,1,"PLS32 MKL(E,G,MMD)",0.7419028340080972,0.7419028340080972
PD-252,quantile,2,E-RBF,0.8309716599190283,0.7914584279872785
PD-252,quantile,2,fused w=0.5,0.7793522267206479,0.745115856428896
PD-252,quantile,2,PLS2 E-RBF,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS2 mean-LDA,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS2 MMD,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS2 record->mean,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS4 E-RBF,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS4 mean-LDA,0.7034412955465588,0.7085714285714286
PD-252,quantile,2,PLS4 G-only,0.5313765182186235,0.4738095238095238
PD-252,quantile,2,PLS4 fused w=0.3,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS4 fused w=0.5,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS4 fused w=0.7,0.715587044534413,0.7046332046332047
PD-252,quantile,2,PLS4 MMD,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS4 record->mean,0.728744939271255,0.722962962962963
PD-252,quantile,2,"PLS4 MKL(E,G,MMD)",0.7672064777327935,0.7538610038610039
PD-252,quantile,2,PLS8 E-RBF,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS8 mean-LDA,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS8 G-only,0.6376518218623481,0.6222222222222222
PD-252,quantile,2,PLS8 fused w=0.3,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS8 fused w=0.5,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS8 fused w=0.7,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS8 MMD,0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS8 record->mean,0.715587044534413,0.7046332046332047
PD-252,quantile,2,"PLS8 MKL(E,G,MMD)",0.728744939271255,0.722962962962963
PD-252,quantile,2,PLS16 E-RBF,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS16 mean-LDA,0.7935222672064777,0.7935222672064777
PD-252,quantile,2,PLS16 G-only,0.611336032388664,0.5901785714285714
PD-252,quantile,2,PLS16 fused w=0.3,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS16 fused w=0.5,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS16 fused w=0.7,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS16 MMD,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS16 record->mean,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,"PLS16 MKL(E,G,MMD)",0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS32 E-RBF,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS32 mean-LDA,0.7793522267206479,0.745115856428896
PD-252,quantile,2,PLS32 G-only,0.638663967611336,0.6386639676113359
PD-252,quantile,2,PLS32 fused w=0.3,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS32 fused w=0.5,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,PLS32 fused w=0.7,0.7672064777327935,0.7538610038610039
PD-252,quantile,2,PLS32 MMD,0.7419028340080972,0.7419028340080972
PD-252,quantile,2,PLS32 record->mean,0.7803643724696356,0.7733333333333333
PD-252,quantile,2,"PLS32 MKL(E,G,MMD)",0.7419028340080972,0.7419028340080972
PD-252,quantile,3,E-RBF,0.7149122807017544,0.6843127731908694
PD-252,quantile,3,fused w=0.5,0.6864035087719298,0.6702181633688484
PD-252,quantile,3,PLS2 E-RBF,0.6557017543859649,0.6684749849306811
PD-252,quantile,3,PLS2 mean-LDA,0.6425438596491229,0.6503496503496503
PD-252,quantile,3,PLS2 MMD,0.6557017543859649,0.6684749849306811
PD-252,quantile,3,PLS2 record->mean,0.6557017543859649,0.6684749849306811
PD-252,quantile,3,PLS4 E-RBF,0.7258771929824561,0.7258771929824561
PD-252,quantile,3,PLS4 mean-LDA,0.7258771929824561,0.7258771929824561
PD-252,quantile,3,PLS4 G-only,0.3092105263157895,0.3064312736443884
PD-252,quantile,3,PLS4 fused w=0.3,0.7390350877192983,0.745906267645398
PD-252,quantile,3,PLS4 fused w=0.5,0.7390350877192983,0.745906267645398
PD-252,quantile,3,PLS4 fused w=0.7,0.7390350877192983,0.745906267645398
PD-252,quantile,3,PLS4 MMD,0.7258771929824561,0.7258771929824561
PD-252,quantile,3,PLS4 record->mean,0.7258771929824561,0.7258771929824561
PD-252,quantile,3,"PLS4 MKL(E,G,MMD)",0.7258771929824561,0.7258771929824561
PD-252,quantile,3,PLS8 E-RBF,0.8508771929824561,0.8224251648909184
PD-252,quantile,3,PLS8 mean-LDA,0.8903508771929824,0.8903508771929824
PD-252,quantile,3,PLS8 G-only,0.7149122807017544,0.6843127731908694
PD-252,quantile,3,PLS8 fused w=0.3,0.8508771929824561,0.8224251648909184
PD-252,quantile,3,PLS8 fused w=0.5,0.8092105263157895,0.7920997920997921
PD-252,quantile,3,PLS8 fused w=0.7,0.7828947368421053,0.751984126984127
PD-252,quantile,3,PLS8 MMD,0.8508771929824561,0.8224251648909184
PD-252,quantile,3,PLS8 record->mean,0.8508771929824561,0.8224251648909184
PD-252,quantile,3,"PLS8 MKL(E,G,MMD)",0.8508771929824561,0.8224251648909184
PD-252,quantile,3,PLS16 E-RBF,0.8070175438596491,0.8251748251748252
PD-252,quantile,3,PLS16 mean-LDA,0.7521929824561404,0.766899766899767
PD-252,quantile,3,PLS16 G-only,0.6337719298245614,0.6026180458158019
PD-252,quantile,3,PLS16 fused w=0.3,0.8070175438596491,0.8251748251748252
PD-252,quantile,3,PLS16 fused w=0.5,0.7938596491228069,0.8023715415019763
PD-252,quantile,3,PLS16 fused w=0.7,0.7675438596491229,0.76
PD-252,quantile,3,PLS16 MMD,0.7653508771929824,0.7890295358649789
PD-252,quantile,3,PLS16 record->mean,0.7653508771929824,0.7890295358649789
PD-252,quantile,3,"PLS16 MKL(E,G,MMD)",0.8070175438596491,0.8251748251748252
PD-252,quantile,3,PLS32 E-RBF,0.7390350877192983,0.745906267645398
