cohort,partition_seed,members,method,balanced_accuracy,balanced_accuracy_se,macro_f1,macro_f1_se
PD-252,18,"4,8,16,32,64",SMOTE_LogReg,0.7482164350585403,0.019333211793540025,0.7590684794504703,0.0205744810695432
PD-252,18,"4,8,16,32,64",Balanced_LogReg,0.7429532771638035,0.019650092914507467,0.7518226640580165,0.02372763019599584
PD-252,18,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7416001021264179,0.039107520471657026,0.7452530464614469,0.03671268304372282
PD-252,18,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7332293832293832,0.03900401800342208,0.7233342543909261,0.034777276464798404
PD-252,18,"4,8,16,32,64",Balanced_LinearSVM,0.7252106357369517,0.03332037591425124,0.7414344727739899,0.03798180804561442
PD-252,18,"8,16,32",Adaptive_Subspace_Fusion,0.7886685268264215,0.04661294416291948,0.7922742067673575,0.04375687032889968
PD-252,19,"4,8,16,32,64",Subspace_q16,0.8154602983550351,0.02915848395737162,0.8088182887992676,0.024486728621314874
PD-252,19,"4,8,16,32,64",Subspace_q32,0.8079704198125249,0.04160185240366822,0.8058270754409657,0.03364070353544313
PD-252,19,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.8077679906627276,0.036251167317723,0.8022158552815741,0.03107441124069666
PD-252,19,"4,8,16,32,64",Subspace_q8,0.8069245358719043,0.025547854602809922,0.7956462395054742,0.02057665749223537
PD-252,19,"4,8,16,32,64",Subspace_q64,0.7996370864791917,0.035512032444529766,0.801043367698018,0.030591034423176035
PD-252,19,"4,8,16,32,64",Subspace_q4,0.7948462632673159,0.0222283350939962,0.7699840898328724,0.013098941430865955
PD-252,19,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7738911988911988,0.03249677491736622,0.7613725347358444,0.026294683358721736
PD-252,19,"4,8,16,32,64",SMOTE_LogReg,0.7539181894445052,0.024436966602141445,0.7608115912269471,0.022484927692174327
PD-252,19,"4,8,16,32,64",Balanced_LogReg,0.7487261553051027,0.026302821962625393,0.7526708377367938,0.023715760411353322
PD-252,19,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7430280482912061,0.030786602333374855,0.7461215535895327,0.025320799672746787
PD-252,19,"4,8,16,32,64",Balanced_LinearSVM,0.7386758215705584,0.02971371187784648,0.7470440098662745,0.027373969233916034
PD-252,19,"8,16,32",Adaptive_Subspace_Fusion,0.8127575956523325,0.0339000851419905,0.8039959607767827,0.028539090510384668
